,English words/sentences,French words/sentences
1148,id buy it,yo lo compraria
1149,ill be ok,estare bien
1150,ill do it,lo hare yo
1151,ill do it,lo hare
1152,ill go in,entrare
1153,ill go in,voy a entrar
1154,im a hero,soy un heroe
1155,im a liar,soy un mentiroso
1156,im a twin,soy gemelo
1157,im better,yo soy mejor
1158,im bushed,estoy agotado
1159,im buying,estoy comprando
1160,im clumsy,soy torpe
1161,im coming,ahi voy
1162,im eating,estoy comiendo
1163,im faster,yo soy mas rapido
1164,im greedy,soy codicioso
1165,im hiding,yo estoy escondido
1166,im hungry,ya tengo hambre
1167,im hungry,me pica el bagre
1168,im hungry,me pica el bagre
1169,im immune,soy inmune
1170,im moving,me estoy moviendo
1171,im moving,me mudare
1172,im normal,soy normal
1173,im scared,estoy asustado
1174,im single,estoy soltero
1175,im single,estoy soltera
1176,im single,soy soltero
1177,im skinny,estoy flacucho
1178,im sleepy,tengo sueno
1179,im sleepy,tengo sueno
1180,im sleepy,tengo sueno
1181,im so fat,estoy tan gordo
1182,im so fat,estoy tan gorda
1183,im trying,lo estoy intentando
1184,im trying,me estoy esforzando
1185,im twelve,tengo doce anos
1186,im twelve,tengo doce
1187,ive eaten,he comido
1188,ignore tom,ignora a tom
1189,ignore him,no le hagas caso
1190,is tom big,es grande tom
1191,is tom fat,esta gordo tom
1192,is tom fun,tom es divertido
1193,is tom hot,tiene calor tom
1194,is tom ill,tom esta enfermo
1195,is tom mad,esta loco tom
1196,is tom out,esta fuera tom
1197,is he dead,esta muerto
1198,is he tall,es alto
1199,is it free,es gratis
1200,is it good,esta bueno
1201,is it here,es aca
1202,is it here,aqui
1203,is it here,esta aqui
1204,is it real,esto es real
1205,is it safe,es seguro
1206,is it true,es verdad
1207,is that ok,vale eso
1208,is that ok,esta bien eso
1209,is that it,eso es todo
1210,is that it,es ese
1211,is that so,acaso es asi
1212,is that so,es asi
1213,is this ok,esto es bueno
1214,is this it,eso es todo
1215,is this it,es este
1216,it happens,eso pasa
1217,it is cold,esta frio
1218,it is mine,es mio
1219,its toms,es de tom
1220,its alive,esta vivo
1221,its empty,esta vacio
1222,its great,es estupendo
1223,its great,es grandioso
1224,its green,es verde
1225,its green,esta verde
1226,its magic,es magia
1227,its my cd,es mi cd
1228,its night,es de noche
1229,its night,ha anochecido
1230,its on me,es de parte mia
1231,its ready,esta listo
1232,its right,vale
1233,its right,esta bien
1234,its right,es correcto
1235,its there,esta ahi
1236,its white,es blanco
1237,its windy,hace viento
1238,its yours,es suyo
1239,its yours,es tuyo
1240,jesus wept,jesus lloro
1241,just do it,tan solo hazlo
1242,keep it up,continua
1243,keep it up,continue
1244,keep notes,toma apuntes
1245,keep notes,tomad apuntes
1246,keep notes,tomen notas
1247,keep quiet,quedate tranquilo
1248,keep quiet,guarden silencio
1249,keep still,mantente quieto
1250,keep still,mantenete quieto
1251,keep still,mantengase quieto
1252,keep still,mantenganse quietos
1253,leave town,abandona la ciudad
1254,leave town,deja la ciudad
1255,leave town,sal de la ciudad
1256,let tom go,deja ir a tom
1257,let tom in,dejar entrar a tom
1258,let him go,dejale irse
1259,let him go,deja que se vaya
1260,let him in,dejalo entrar
1261,let him in,dejalo entrar
1262,let him in,dejelo entrar
1263,let him in,dejenlo entrar
1264,let him in,dejadlo entrar
1265,let me out,dejame salir
1266,let me out,dejadme salir
1267,let me out,dejadme salir
1268,let me pay,deja que pague yo
1269,let me see,dejame ver
1270,let me see,dejeme ver
1271,let me see,a ver
1272,lets chat,charlemos
1273,lets chat,vamos a charlar
1274,lets kiss,besemonos
1275,lets play,juguemos
1276,lets pray,oremos
1277,lets pray,recemos
1278,lets quit,desistamos
1279,lets quit,renunciemos
1280,lets sing,cantemos
1281,lets swim,nademos
1282,lets talk,conversemos
1283,lets vote,votemos
1284,lets walk,caminemos
1285,lets work,trabajemos
1286,lift it up,levantalo
1287,look again,mira de nuevo
1288,look again,mira de nuevo
1289,look again,mire de nuevo
1290,look again,miren de nuevo
1291,look ahead,mira hacia adelante
1292,look ahead,mira hacia adelante
1293,look ahead,mire hacia adelante
1294,look ahead,miren hacia adelante
1295,look at it,miralo
1296,look at it,observalo
1297,look at it,contemplalo
1298,look at me,mirame
1299,look at us,miranos
1300,look at us,observanos
1301,look it up,buscalo
1302,look it up,busquenlo
1303,look there,mira alli
1304,love lasts,el amor dura
1305,mama cried,mama lloro
1306,no comment,sin comentarios
1307,no kidding,en serio
1308,no problem,no hay problema
1309,no problem,sin problemas
1310,no problem,ningun problema
1311,please sit,por favor sientese
1312,please sit,por favor sientate
1313,please sit,por favor sentaos
1314,quiet down,baja la voz
1315,replace it,reemplazadlo
1316,say cheese,di patata
1317,say cheese,decid patata
1318,say cheese,di guisqui
1319,say cheese,decid guisqui
1320,say cheese,sonria
1321,say please,di por favor
1322,shadow him,siguelo
1323,she is old,es vieja
1324,she smiled,sonrio
1325,shes busy,ella esta ocupada
1326,shes nice,es guapa
1327,sing along,canta
1328,smell this,huele esto
1329,smell this,ole esto
1330,smell this,huelan esto
1331,smell this,oled esto
1332,smell this,huela esto
1333,stand back,retrocede
1334,start here,empieza aqui
1335,start over,empieza de nuevo
1336,stay alert,mantente alerta
1337,stay awake,mantente consciente
1338,stay awake,mantente despierto
1339,stay awake,no te duermas
1340,stay close,mantente cerca
1341,stay close,no te alejes de aqui
1342,stay close,quedate a mi vera
1343,stay sharp,mantente alerta
1344,stay still,no te muevas
1345,stay still,quieto
1346,stay there,quedate ahi
1347,step aside,hazte a un lado
1348,step on it,mas rapido
1349,stop lying,deja de mentir
1350,stop lying,deja de bolacear
1351,stop there,detente ahi
1352,study hard,estudia harto
1353,study more,estudia mas
1354,take a bus,toma un bus
1355,take notes,toma notas
1356,take these,llevate estos de aqui
1357,take these,quedate con estos
1358,talk to me,hablame
1359,talk to me,habla conmigo
1360,talk to me,hablad conmigo
1361,taste this,prueben esto
1362,taste this,proba esto
1363,taste this,prueba esto
1364,that a boy,ese es mi chico
1365,that a boy,buen chico
1366,that hurts,eso duele
1367,that works,eso funciona
1368,thatll do,eso valdra
1369,thatll do,con eso vale
1370,thatll do,eso me vale
1371,thatll do,eso me sirve
1372,thats tom,ese es tom
1373,thats her,esa es ella
1374,thats her,es ella
1375,thats him,ese es el
1376,thats his,eso le pertenece
1377,thats his,eso le pertenece a el
1378,thats new,es nuevo
1379,thats wet,esta mojado
1380,they cheat,enganaron
1381,they cheat,hicieron trampas
1382,they stood,se quedaron
1383,they stood,se mantuvieron
1384,they tried,lo intentaron
1385,they voted,ellos votaron
1386,they voted,votaron
1387,theyre in,ellos estan dentro
1388,theyre in,ellas estan dentro
1389,theyre in,ellos se apuntan
1390,this is ok,esto esta bien
1391,this is ok,esto esta correcto
1392,this is it,hemos llegado
1393,this is it,este es el fin
1394,this is it,esto es todo
1395,this is it,este es
1396,this works,esto funciona
1397,this works,esto trabaja
1398,thisll do,esto valdra
1399,thisll do,con este vale
1400,thisll do,esto me basta
1401,time flies,el tiempo vuela
1402,time is up,se acabo el tiempo
1403,tom agreed,tom convino aquiescente
1404,tom agreed,tom estuvo de acuerdo
1405,tom agrees,tomas esta de acuerdo
1406,tom bit me,tom me mordio
1407,tom burped,tomas eructo
1408,tom called,tom llamo
1409,tom cheats,tomas hace trampa
1410,tom danced,tomas bailo
1411,tom dances,tom baila
1412,tom did it,tom lo hizo
1413,tom drinks,tom bebe
1414,tom drinks,tom toma
1415,tom drives,tomas conduce
1416,tom failed,tom reprobo
1417,tom failed,tom fracaso
1418,tom forgot,a tom se le olvido
1419,tom fought,tom peleo
1420,tom fought,tom lucho
1421,tom gasped,tom solto un grito ahogado
1422,tom gasped,tom se quedo sin aliento
1423,tom gasped,tom dio un grito ahogado
1424,tom goofed,tom metio la pata
1425,tom got up,tom se levanto
1426,tom helped,tom ayudo
1427,tom hit me,tom me golpeo
1428,tom is bad,tom es malo
1429,tom is big,tom es grande
1430,tom is fat,tom esta gordo
1431,tom is fun,tom es divertido
1432,tom is ill,tom esta malo
1433,tom is mad,tom esta loco
1434,tom is new,tom es nuevo
1435,tom is odd,tom es raro
1436,tom is old,tom es viejo
1437,tom is out,tom ha salido
1438,tom is sad,tom esta triste
1439,tom is shy,tom es timido
1440,tom is wet,tom esta mojado
1441,tom jumped,tom salto
1442,tom looked,tom miro
1443,tom moaned,tom gimio
1444,tom nodded,tom asintio
1445,tom obeyed,tom obedecio
1446,tom paused,tom se detuvo
1447,tom phoned,tomas llamo por telefono
1448,tom phoned,tomas telefoneo
1449,tom prayed,tom rezo
1450,tom prayed,tom rezaba
1451,tom saw it,tom lo vio
1452,tom saw me,tom me vio
1453,tom saw us,tom nos vio
1454,tom shaved,tom se afeito
1455,tom shaved,tom se rasuro
1456,tom sighed,tom suspiro
1457,tom smiled,tom sonrio
1458,tom snores,tom ronca
1459,tom stayed,tom se quedo
1460,tom talked,tom charlo
1461,tom waited,tomas espero
1462,tom walked,tom camino
1463,tom was ok,tom estaba bien
1464,tom winked,tom hizo un guino
1465,tom winked,tom lanzo un guino
1466,tom winked,tom guino el ojo
1467,tom worked,tom trabajo
1468,tom yawned,tom bostezo
1469,tom yelled,tom grito
1470,tomll cry,tom llorara
1471,tomll die,tom morira
1472,tomll pay,tom pagara
1473,toms busy,tom esta ocupado
1474,toms dead,tom ha muerto
1475,toms deaf,tom es sordo
1476,toms died,tom ha muerto
1477,toms fast,tom es rapido
1478,toms free,tom es libre
1479,toms glad,tom esta contento
1480,toms gone,tom se ha ido
1481,toms here,tom esta aqui
1482,toms home,tom esta en casa
1483,toms hurt,tom esta herido
1484,toms left,tom se ha marchado
1485,toms mean,tom es malo
1486,toms safe,tom esta seguro
1487,toms shot,tom fue disparado
1488,toms sick,tom esta enfermo
1489,toms ugly,tom es feo
1490,toms weak,tom es debil
1491,toms well,tom esta bien
1492,try it out,pruebalo
1493,turn it on,enciendelo
1494,turn right,gira a la derecha
1495,was he tom,era ese tom
1496,was it fun,fue divertido
1497,was it fun,era divertido
1498,watch this,mira esto
1499,watch this,mira esto
1500,watch this,mirad esto
1501,watch this,mire esto
1502,watch this,miren esto
1503,we are men,somos hombres
1504,we buy cds,compramos cedes
1505,we can pay,nosotros podemos pagar
1506,we can try,podemos intentarlo
1507,we can try,podemos probarlo
1508,we can try,podemos probar
1509,we can win,podemos ganar
1510,we had fun,nos divertimos
1511,we had fun,lo pasamos bien
1512,we laughed,nos reimos
1513,we like it,nos gusta
1514,we love it,nos encanta
1515,we made it,lo hicimos
1516,we must go,nos debemos ir
1517,we must go,debemos irnos
1518,we saw tom,vimos a tom
1519,we saw you,te vimos
1520,we saw you,te veiamos
1521,we want it,lo queremos
1522,well cook,haremos la comida
1523,well fail,fracasaremos
1524,well help,ayudaremos
1525,well help,nosotros ayudaremos
1526,well help,echaremos la mano
1527,well sing,cantaremos
1528,well wait,esperaremos
1529,well wait,nosotras esperaremos
1530,well walk,nos vamos a caminar
1531,well work,trabajaremos
1532,were back,hemos vuelto
1533,were back,estamos de vuelta
1534,were back,hemos regresado
1535,were busy,estamos ocupados
1536,were cold,tenemos frio
1537,were done,terminamos
1538,were even,estamos a mano
1539,were fine,estamos bien
1540,were here,estamos aca
1541,were home,estamos en casa
1542,were lost,estamos perdidos
1543,were poor,somos pobres
1544,were rich,somos ricos
1545,were rich,somos ricas
1546,were sick,estamos hartos
1547,were weak,somos debiles
1548,what a day,pero que dia
1549,what gives,que pasa
1550,what gives,que hay
1551,whats new,que hay de nuevo
1552,whats new,que me cuentas
1553,where am i,donde estoy
1554,where am i,en donde estoy
1555,who is tom,quien es tom
1556,who phoned,quien llamo por telefono
1557,who stayed,quien se quedo
1558,who yelled,quien grito
1559,whos here,quien esta aqui
1560,whos next,quien da la vez
1561,whos that,quien es
1562,whos that,quien es ese
1563,whos that,quien es esa
1564,wood burns,la madera arde
1565,you called,llamaste
1566,you can go,puedes irte
1567,you can go,puedes ir
1568,you can go,te puedes ir
1569,you can go,puedes marcharte
1570,you decide,tu decides
1571,you may go,puedes irte
1572,you may go,podeis iros
1573,you may go,pueden irse
1574,you may go,podeis marcharos
1575,you may go,pueden marcharse
1576,you may go,podeis ir
1577,you may go,podes irte
1578,you missed,fallaste
1579,youll see,ya veras
1580,youll see,ya lo vereis
1581,youre bad,eres mala
1582,youre big,eres grande
1583,youre big,estas grande
1584,youre old,estas vieja
1585,youre sad,estas triste
1586,youve won,has ganado
1587,all is well,todo va bien
1588,all is well,todo esta correcto
1589,anyone home,hay alguien en casa
1590,anyone home,alguien esta en casa
1591,anyone hurt,alguien esta herido
1592,are we done,hemos terminado
1593,are you tom,tu eres tom
1594,are you tom,es usted tom
1595,are you hot,tienes calor
1596,are you hot,teneis calor
1597,are you mad,estas loco
1598,are you mad,estas enfadado
1599,are you mad,esta usted loca
1600,are you mad,esta usted loco
1601,are you new,eres nuevo
1602,are you new,eres nueva
1603,as you like,como quieras
1604,as you like,como querais
1605,as you like,como usted guste
1606,as you like,como usted quiera
1607,ask anybody,preguntale a cualquiera
1608,be creative,sed creativos
1609,be discreet,se discreto
1610,be merciful,se clemente
1611,be prepared,estate preparado
1612,be prepared,estad preparados
1613,be punctual,se puntual
1614,be punctual,sed puntuales
1615,be sensible,se razonable
1616,be sensible,sed razonables
1617,be specific,se especifico
1618,be specific,se especifica
1619,be specific,especifica mas
1620,be thorough,se exhaustivo
1621,be tolerant,se tolerante
1622,be vigilant,estate vigilante
1623,be watchful,estate atento
1624,beers good,la cerveza es buena
1625,can i begin,puedo comenzar
1626,can it wait,puede esperar
1627,can we talk,podemos hablar
1628,can we talk,podemos conversar
1629,can you see,puedes ver
1630,can you see,podeis ver
1631,check again,compruebalo otra vez
1632,check again,revisalo de nuevo
1633,come aboard,sube a bordo
1634,come closer,acercate
1635,come see me,ven a verme
1636,come see me,venid a verme
1637,come see me,vengan a verme
1638,come see me,venga a verme
1639,comfort tom,consuela a tom
